session,id,title,url,authors,summary
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-17,教師有り学習モデルと大規模言語モデルを組み合わせた低評価レビューを考慮したレビュー文書の評価値推定,/proceedings/annual_meeting/2025/pdf_dir/P9-17.pdf,"○竹尾 匡貴, 嶋田 和孝 (九工大)",本研究では，教師有り学習モデルと大規模言語モデルを組み合わせた，レビュー文書の評価値推定に取り組む．低評価なレビュー文書は，高評価なレビュー文書に比べて少数派であることが考えられる．そのような場合，教師有り学習モデルによる分類では，特に少数派のクラスの精度が悪化する傾向がある．そこで，低評価レビュー文書の推定にのみ，追加学習無くタスクを解ける大規模言語モデルを導入する．実験の結果から，教師有り学習モデルやデータ拡張手法よりも少数派クラスの精度が改善したことを確認した．また，大規模言語モデルのみの推定よりも，全体の精度バランスが良いことも確認した．
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-18,バックトラッキングを活用したマルチエージェントシステムによる複数制約充足プランニング,/proceedings/annual_meeting/2025/pdf_dir/P9-18.pdf,"○守屋 彰二 (SB Intuitions/東北大), 大萩 雅也 (SB Intuitions)",大規模言語モデル(LLM) の発展に伴い，旅行計画や経路探索などの実世界の応用タスクを自律的に解決するLLM エージェントの実現が期待されている．しかし，単一のLLM エージェントが複数の制約を同時に満たすプランニングを行うことは依然として困難である．この課題に対し，タスクを細分化して負荷を分散させるマルチエージェントシステムの協調アプローチが有効であると考えられる．本研究では，実世界旅行計画ベンチマーク『TravelPlanner』を対象とし，複数制約充足プランニングにおけるマルチエージェントシステムの有効性を検証した．実験の結果，制約充足率の向上が確認された一方で，エージェント間の情報伝達の欠落など，マルチエージェントシステム特有の課題も確認された．
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-19,TEPPAY: ゲームのプレイ動画を入力とする実況AI Tuberシステムの提案,/proceedings/annual_meeting/2025/pdf_dir/P9-19.pdf,"○栗原 健太郎 (AI Shift/サイバーエージェント), 吉野 哲平, 高市 暁広, 岩田 伸治 (サイバーエージェント), 長澤 春希 (AI Shift/サイバーエージェント), 佐藤 志貴, 岩崎 祐貴 (サイバーエージェント)",YouTuber やVTuber などの動画配信への関心が高まっている。しかし、動画配信を支援するソフトウェアの複雑さや、実況能力への不安から動画配信の参入障壁は高い。本研究では、大規模言語モデル等を活用して気軽な実況配信を実現するシステム:TEPPAY を提案する。TEPPAY はシーン検出や発話生成などを行う7 つのモジュールで構成されている。TEPPAY を構成するモジュールの性能調査の結果、配信に必要な最低限の性能は担保しているものの、視聴者の興味を惹く魅力的な実況動画を作成する上でいくつか課題があることを確認した。
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-20,行動認識の粒度アライメントに基づく予定の履行認識,/proceedings/annual_meeting/2025/pdf_dir/P9-20.pdf,"○藤田 一天 (NAIST), 河野 誠也 (理研/NAIST), 吉野 幸一郎 (科学大/理研/NAIST)",キャプショニングなどを用いた状況認識により，動画内のユーザ行動を自然言語で表現することが可能になった．しかし，このように認識されたユーザー行動を事前に定義された行動予定と比較して履行判断に用いようとする場合，テキストで表現される行動の粒度が問題となる．そこで，本研究では言い換えモデルを用いてテキストで認識した動画内のユーザー行動を言い換え，行動予定に対してアライメントを取るモデルを提案する．言い換えによって生成された行動とあらかじめ定義された予定行動を自動評価手法によって比較し，履行が判断できる閾値を設定することで予定の履行を適切に評価できることを確認した．
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-21,Psychological Investigation of Personality Knowledge in a Large Language Model,/proceedings/annual_meeting/2025/pdf_dir/P9-21.pdf,"○趙 梓程 (京大/理研), 岩井 律子 (理研), 淺井 二千夏 (京大), 熊田 孝恒 (京大/理研)","The purpose of this study is to investigate the knowledgeof personality in a LLM using a psychometric methodol-ogy. In Experiment 1, a standard psychological question-naire is used to measure the personality proﬁle of the LLMand showed that the model has some knowledge aboutpersonality.Experiment 2 examined the scores of BigFive personality questions in the LLM when a wide rangeof personality descriptions were submitted as prompts tothe model. The results showed that the LLM has similarpersonality knowledge as humans. Implications for LLMresearch and psychological research are discussed."
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-22,関連研究節自動生成に向けた引用論文の最適配置,/proceedings/annual_meeting/2025/pdf_dir/P9-22.pdf,"○大鹿 雅史, 笹野 遼平 (名大)",関連研究節生成のためには，引用する論文を決定した上で，どのような段落構成や順序で論文を引用するかという論文配置を考える必要がある．しかし，関連研究節自動生成に関する既存研究では，引用すべき論文を推薦する引用推薦や，引用論文と引用順が与えれらた場合に関連研究節を自動生成する研究は多く行われているものの，引用論文の最適配置には着目されてこなかった．本研究では，関連研究節の自動生成に向けた引用論文の最適配置に取り組む．具体的には，引用論文を段落ごとにまとめるクラスタリング，段落順の決定，段落内の引用順決定という3 タスクに分解し，各タスクを解くことで引用論文の最適配置を実現する．
P9:ポスター3月13日（木） 10:20-11:50   P会場(2Fコンベンションホール3+4),P9-23J,近傍事例を用いた対話における感情認識,/proceedings/annual_meeting/2025/pdf_dir/P9-23.pdf,"○石渡 太智 (NHK), 後藤 淳 (N財団), 山田 寛章, 徳永 健伸 (科学大)",
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-1,生成型自動要約の信頼性向上を目的とした数値情報の誤り検出と修正手法,/proceedings/annual_meeting/2025/pdf_dir/Q9-1.pdf,"○松井 我颯 (釧路高専), 石川 晴基 (豊橋技科大), 中島 陽子, 本間 宏利 (釧路高専), 秋葉 友良 (豊橋技科大)",自動要約技術は地方議会の議事録やネットニュースなどの情報の処理に有用だが，生成型要約において数値情報の誤りが問題となっている．本研究は，自動要約における数値情報の正確性を向上させるため，松井らが提案した二つの手法であるセグメントの特定による数値探索手法（SSR: SegmentSummaryRevision）と係り受け解析に基づく数値探索手法（DSR: Dependency-basedSummaryRevision）を組み合わせた手法を提案する．提案手法では，まず原文から要約に用いられている数値が含まれる文を特定し，次に用いて特定した文と要約文の数値を文脈に基づき比較する．この一連の処理により，要約文中の数値を識別し，修正する．
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-2,言語のインクリメンタルな処理の仕組みは普遍的か？：投機性によるparsing strategy再考,/proceedings/annual_meeting/2025/pdf_dir/Q9-2.pdf,"○石井 太河, 宮尾 祐介 (東大)",自然言語はインクリメンタルに読み書きされるが、異なる言語でも、インクリメンタルな処理の仕組みは言語普遍的なのだろうか？本研究では、系列・構造の両方をインクリメンタルに予測する統語的言語モデルが「系列の背後にある統語構造をどの程度投機的に予測するか」をパラメタとし、次トークン予測や構文解析において最適なパラメタが言語共通かを分析する。実験の結果、最適な戦略の言語共通性はタスクやビームサイズにより異なることが観察され、人間と言語モデルの処理メカニズムの違いに関する示唆が得られた。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-3,近現代の日本語文学作品における発表年次の予測,/proceedings/annual_meeting/2025/pdf_dir/Q9-3.pdf,"○小川 稜真, 久野 雅樹 (電通大)","本研究では,文学作品のテキストデータを用いた年次予測の可能性を検討した. まず, 芥川龍之介の作品を対象に, TF-IDF を特徴量として複数の回帰モデルを用い, 初出年の予測を行った. その後, 青空文庫に収録された大量の作品に対象を拡大し, 同様に年次予測を試みた. いずれの場合も, 予測は一定の精度で可能であることが示され, 使用される語彙のパタンが年次の推定に有効であることがわかった. 特に, ランダムフォレスト回帰が他のモデルと比較して優れた予測性能を示した."
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-4,Shift-Reduce 法に基づく漸進的係り受け解析と未入力文節主辞トークン予測の同時実行とその評価,/proceedings/annual_meeting/2025/pdf_dir/Q9-4.pdf,"○橋本 優希, 大野 誠寛 (東京電機大), 松原 茂 (名大)",同時通訳や字幕生成などの音声言語システムに対して，音声入力の途中で随時，構文情報を提供することを目的に，文節が入力されるごとに係り受け構造を同定し出力するという漸進的係り受け解析手法が提案されている．本稿では，さらに豊かな情報を後段のシステムに提供するため，漸進的係り受け解析と未入力文節主辞トークン予測を同時実行する手法を提案する．また，提案手法と人間の漸進的係り受け解析結果を比較し考察する．
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-5,大規模言語モデルによる要求仕様書の品質評価,/proceedings/annual_meeting/2025/pdf_dir/Q9-5.pdf,"○鈴木 淳 (デンソークリエイト), 村瀬 文彦 (デンソー), 水野 伸洋 (デンソーアイティラボラトリ), 髙木 理恵子, 不破 慎之介 (デンソークリエイト), 塚原 裕史 (デンソーアイティラボラトリ), 中江 俊博 (デンソー)","車載ソフト開発を高品質かつ低コストに実現するために，人手による作業をできる限り自動化することが急務となっている．本研究では特に要求仕様書の品質評価(要求インスペクション) において大規模言語モデル(LLM) による自動化が可能であるかを具体的な事例によって分析した．分析対象として過去に人手で行われたインスペクション結果を用いて，どの程度それらの結果を再現することができるかという再現率及び人手では見逃されていた問題箇所がどれくらい漏れなく指摘できるかという適合率を評価し, LLM 活用の有効性と課題を分析した．その結果, LLM 単独では必ずしも十分な精度を得ることができないが, 正規表現や形態素解析などのルールベース処理や従来の自然言語処理による前後処理と組合わせることで精度を向上できる示唆を得た."
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-6,大規模言語モデルを用いたシフト還元型句構造解析,/proceedings/annual_meeting/2025/pdf_dir/Q9-6.pdf,"○中根 稜介, 前川 在 (科学大), 上垣外 英剛 (NAIST), 平尾 努 (金大), 奥村 学 (科学大)",大規模言語モデル(LLM) は言語生成のみならず，さまざまなNLP タスクにおいて良好な結果を残している．本稿では，談話構造解析の一つである修辞構造解析において顕著な結果を残した，LLM によるシフト還元型解析法を拡張した句構造解析法を提案する．提案法は，シフト還元型解析でありながら，明示的にスタックとキューを持たず，解析位置をあらわすタグとその左右のテキストでそれを代替する．提案手法を，Penn Treebank (PTB) を用いて訓練し，PTB，Multi-domain Constituent Treebank(MCTB) を用いて評価した結果，従来のLLM を用いたseq2seq モデルによる解析法よりもドメインの違いに頑健であり，どのような文長に対しても安定して高い性能であることを確認した．
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-7,End-to-Endモデルに基づく漸進的係り受け解析と未入力文節主辞予測の同時実行,/proceedings/annual_meeting/2025/pdf_dir/Q9-7.pdf,"○海野 博揮 (名大), 大野 誠寛 (東京電機大), 伊藤 滉一朗, 松原 茂樹 (名大)",同時通訳のようなリアルタイム言語処理システムでは，文を構成する要素が順次入力される状況において，その入力に即応した出力が求められる．このようなシステムで構文情報を利用できるようにするために，漸進的係り受け解析の研究が行われている．本論文では，深層学習モデルを用いて，End-to-End で漸進的係り受け解析を行う手法を提案する．本手法では，未入力の係り先文節の主辞予測を同時に実行し，漸進的係り受け解析の精度向上を図る．実験により提案手法の解析性能を評価した．
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-8,大規模言語モデルを用いたカタカナ語の意味分類における出力傾向分析,/proceedings/annual_meeting/2025/pdf_dir/Q9-8.pdf,"○小滝 主紀, 佐々木 稔 (茨大)",大規模言語モデル(LLM) を用いた外来語の意味推論において、和製英語の存在など元来の英単語の意味との違いがモデルの精度に影響を与える可能性がある。外来語の意味を正確に捉えるために、本研究ではBCCWJ から抽出したデータでLLM をFine-tuning し、現状のカタカナ語の意味推論の精度及び出力傾向を分析、精度向上への方策を探る。複数の実験の結果、Zero-shot learning ではFine-tuningの有効性が確認できなかったが、対照的にFew-shotlearning では約10 ％の精度の向上が見られた。出力傾向分析によってモデルの苦手な語義や単語の傾向を得られたため、今後の研究への寄与を期待する。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-9,Exploring Dynamic Few-Shot Prompting for Word Sense Disambiguation in Historical Chinese,/proceedings/annual_meeting/2025/pdf_dir/Q9-9.pdf,"○Micah Kitsunai, Deborah Watty, Shu-Kai Hsieh (台灣大)","This paper proposes a method for word sense disam-biguation in historical Chinese texts using general-purposeLLMs (GPT-4o and GPT-4o-mini). The results show thatthe larger model performs better and few-shot examplesimprove performance, though the eﬀectiveness of dynamicexample selection remains unclear. The best-performingsetup is applied to visualize the change in meaning of acharacter over approximately 3,000 years of Chinese textdata, demonstrating the potential of this approach for track-ing semantic evolution."
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-10,生成データに基づいた日本語の時間関係推定,/proceedings/annual_meeting/2025/pdf_dir/Q9-10.pdf,"○小國 怜美 (お茶大), 持橋 大地 (統数研/国語研), 小林 一郎 (お茶大)",時間関係認識は，自然言語理解において必要となる正確な文脈理解のための重要なタスクである．人が用いる常識的な知識を学習させることで，時間関係を捉えることが可能な言語モデルを構築する試みが行われている．本研究では，先行研究[1] の手法に倣って，イベントの生起状態を正規分布で表現し，その位置の相対関係により時間関係識別を行った．その際に大規模言語モデルを用いて，Allen の区間代数[2] の定義に従ってデータセットを新たに生成して学習を行ったところ，モデルの精度向上を確認できた．
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-11,複単語表現検出におけるLLMファインチューニングの有効性,/proceedings/annual_meeting/2025/pdf_dir/Q9-11.pdf,"○井手 佑翼 (NAIST), Joshua Tanner (Resolve Research), Adam Nohejl, Justin Vasselli, 上垣外 英剛, 渡辺 太郎 (NAIST)",複単語表現、すなわちイディオム性を持つ単語の系列の検出は、機械翻訳など様々な下流タスクで重要な役割を果たす。本研究では、これまで複単語表現検出で用いられてこなかった大規模言語モデルのファインチューニングについて検証する。比較対象として、先行研究で優れた性能を示したエンコーダベースのシステムの検証も行う。実験の結果、提案手法が先行手法を大きく上回る性能を見せた。一方、提案手法を含む全手法で、再現率の低さが課題であることも明らかになった。また、モデルサイズを考慮した比較の結果から、メモリ効率の観点ではエンコーダベースの手法に利があることを示唆する。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-12,CCGに基づく否定スコープ認識,/proceedings/annual_meeting/2025/pdf_dir/Q9-12.pdf,"○小島 健太郎, 加藤 芳秀, 松原 茂樹 (名大)",否定スコープ認識とは否定要素の影響が及ぶ範囲である否定スコープを特定するタスクである．このタスクはヒューリスティックなルールに基づく手法やニューラルモデルに基づく手法など様々なアプローチで取り組まれている．しかし，言語理論に基づいて否定スコープを求める研究はあまり行われていない．本論文では，否定スコープを言語理論に基づいて求めるアプローチの一つとしてCCGに基づく手法を提案する．本手法では，意味表現としてラムダ式を採用し，否定要素とそのスコープの関係を，ラムダ式の関数と引数の関係に関する一つの原理で説明する．否定スコープデータセットを用いて本手法の性能を評価し，手法の課題を明らかにする．
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-13,視覚情報による曖昧性解消コーパスの検討,/proceedings/annual_meeting/2025/pdf_dir/Q9-13.pdf,"○李 相明 (NAIST/理研), 河野 誠也 (理研/NAIST), 吉野 幸一郎 (科学大/理研/NAIST)",自然言語の曖昧性の解消は、システムとユーザ間の意味の一致を達成する上で解決すべき重大な課題である。そのためには、実世界での視覚情報と自然言語の統合処理が鍵となる。本研究では、既存のVision & Language Model を対象に、視覚情報を利用した曖昧性理解能力を評価するためのデータセットの検討を行った。さらに、試験的に収集したデータを用いて、曖昧性が解消された文と画像の識別能力を測定することでVLM が視覚情報を活用して曖昧性を解消する能力を評価した。実験結果に基づき、既存モデルの曖昧性解消能力の可能性を探求するとともに、エラーケースの分析を行った。この分析から、モデルが持つ曖昧性に対する弱点と、ベンチマークやデータセットの今後の課題について考察を行った。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-14,和歌の埋め込みに基づく本歌取りの推定,/proceedings/annual_meeting/2025/pdf_dir/Q9-14.pdf,"○小川 隼斗, 堀尾 海斗, 河原 大輔 (早大)","本研究では, 和歌に特化した埋め込みモデルとそれを応用した本歌推定モデルを構築する. はじめに事前学習済みの言語モデルを対照学習し和歌に特化した埋め込みモデルを構築する. 次にこのモデルから得られる埋め込みベクトルおよびそれから抽出した特徴量を用いて, 本歌取りをしている和歌の本歌を推定する機械学習モデルを学習する. 本歌とその本歌取りとされる歌のペアデータを用いて本歌推定モデルを評価し, 一定の精度で本歌の推定が可能であることを示した."
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-15,Towards a Comparison of Japanese and English Metaphor,/proceedings/annual_meeting/2025/pdf_dir/Q9-15.pdf,"○◊Rowan Hall Maudslay (ケンブリッジ大), 古宮 嘉那子 (TUAT), 浅原 正幸 (NINJAL/SOKENDAI), Simone Teufel (ケンブリッジ大)","In this paper, we report on preliminary experiments inwhich we attempt to use large language models to com-pare Japanese and English metaphors. More speciﬁcally,we investigate how well GPT is able to translate Japanesemetaphors into English. We ﬁnd that while GPT is able toproduce high quality sentence translations, it is often notsuccessfully able to identify the key metaphorical word ina longer metaphorical phrase. Nevertheless, we ﬁnd thatusing GPT we are able to easily identify several cases ofJapanese metaphor not present in conventional English."
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-16,比喩検出における大規模言語モデルを用いた前後補助文脈の活用,/proceedings/annual_meeting/2025/pdf_dir/Q9-16.pdf,"○林 拓哉, 佐々木 稔 (茨大)",比喩検出は、文字通りには解釈できない比喩表現を検出するタスクであり、文脈情報が重要である。過去の研究では、ChatGPT を用いて生成した補助文をターゲット文の前に追加する手法が提案され、精度向上が示されたものの、十分ではなかった。本論文では、ターゲット文の前後に補助文を追加する手法を提案し、比喩検出の精度向上を図った。複数のデータセットを用いた実験では、補助文の追加により精度、適合率、F1 スコアが過去の研究より向上したことが確認された。本研究は補助文生成の有効性を示しており、今後はより多様な文脈構成や最新の生成モデルを活用する可能性を探る必要がある。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-17,ルールベースの深層格定義および自動付与とそのLLM統合による含意関係認識における効果検証,/proceedings/annual_meeting/2025/pdf_dir/Q9-17.pdf,"○荒沢 康平, 狩野 芳伸 (静大)",LLM（Large Language Model、大規模言語モデル）の発展に伴い、多くの言語処理タスクでLLM が高い性能を発揮している。しかし、深層格で表現されるような複雑な事物の関係を正確に捉えられているかは不明である。我々は独自に定義した深層格とその付与ルール群に基づき、ルールベースの深層格自動付与システムを構築した。その出力とLLM を組み合わせることで、言語処理タスクの性能が一般に向上しうると期待する。本研究では性能検証として、JNLI データセットを用いて含意関係認識を行った。その結果、GPT-4o との組み合わせで正解率が
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-18,ツリーバンクの言語学的妥当性の自動評価,/proceedings/annual_meeting/2025/pdf_dir/Q9-18.pdf,"○富田 朝 (お茶大), 谷中 瞳 (東大), 戸次 大介 (お茶大)",自然言語推論において、理論言語学に基づく解析手法では、推論の精度は統語解析の妥当性に依存する。統語解析の妥当性を保証するには、パーザの学習・評価に用いるデータが言語学的に妥当であることが重要であるが、統語構造を提供するツリーバンクの妥当性評価は十分に行われておらず、従来の手法では言語学的妥当性を適切に捉えることができない。そこで本研究では、理論言語学と型理論を基盤とする新たな評価手法を提案し、この評価手法を用いてツリーバンクの妥当性評価を行う。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-19,自動ファクトチェックのための事実の分解による含意関係認識,/proceedings/annual_meeting/2025/pdf_dir/Q9-19.pdf,"○雨宮 正弥, 狩野 芳伸 (静大)",含意関係認識は、ファクトチェック自動化において有望なアプローチの一つである。しかし、既存の含意関係認識手法をそのまま適用するだけでは、正確な検証が難しい場合がある。本研究では、前提文や仮定文を個別の事実に分解し、分解した要素に対して含意関係認識を行う手法を提案する。独自に構築したファクトチェック性能評価データセットにおいて、提案手法を導入することでLLM 単独よりもgpt-4o において9.34、llmjp-3 において20.67 ポイントのAccuracy 向上を達成し、その有効性を示した。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-20,大規模言語モデルを用いたStory Intention Graph の自動生成の精度改善,/proceedings/annual_meeting/2025/pdf_dir/Q9-20.pdf,"○吉川 祐輔, 井上 壮志 (IPI), 銭本 友樹, 東中 竜一郎 (名大)","対話システムが物語を理解できれば，話者の価値観や経験などをより深く理解することができるようになると考えられる．先行研究で我々は，物語の表現としてElson によって提案されたStory IntentionGraph (SIG) に着目し，大規模言語モデル（LLM）を用いて，物語文からSIG の自動生成に取り組んだ．しかしながら，SIG の構造は複雑であり，物語文からSIG を自動生成する精度は高くなかった．本研究では，より高度な推論が可能と考えられるLLM を用いたSIG の自動生成の改善を行う．具体的には, LLM としてGPT-4o, および，推論力に優れたOpenAI o1 を採用し, プロンプトへのshot の導入を行った．実験では，自動生成されたSIG を，人手によって作成されたSIG と比較した．その結果，OpenAI o1 にshot の追加を行うことで，人手作成SIG の約76%という比較的高い精度でSIG を自動生成可能なことが分かった．"
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-21,文の埋め込みに効果的な静的単語ベクトルの獲得,/proceedings/annual_meeting/2025/pdf_dir/Q9-21.pdf,"○和田 崇史, 平川 優伎, 清水 良太郎, 川島 貴大, 斎藤 侑輝 (ZOZO NEXT)","本研究は, 文の埋め込みに有効な静的単語ベクトル(Static Word Embedding) を提案する. 文ベクトルを出力するように事前学習されたSentence Transformerから単語ベクトルを抽出し, さらに主成分分析と知識蒸留を行うことで文表現に適した単語ベクトルを獲得する. 計56 個の英語のデータセットから成るMassive Text Embedding Benchmark (MTEB) で実験を行い, 既存手法の精度を大幅に上回ることを示した."
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-22,訓練不要な条件付きテキスト埋め込み,/proceedings/annual_meeting/2025/pdf_dir/Q9-22.pdf,"○山田 康輔, 張 培楠 (サイバーエージェント)",条件付きテキスト埋め込みは、特定の側面に焦点を当てたテキストの埋め込み表現であり、与えられた条件に基づくテキスト同士の類似度の算出を可能にする。従来手法は、大規模な訓練データによる指示学習や意味的テキスト類似度算出タスクによる微調整が求められ、開発コストが高い。そこで本研究では、生成型LLM をテキストエンコーダとして条件付き一語制約プロンプトを用いる、訓練不要で高品質な条件付きテキスト埋め込みPonTE を提案する。条件付き意味的類似度テキスト類似度とテキストクラスタリングによる二つの実験を通じて、提案手法は追加の訓練なしで従来手法以上の性能を達成することを示す。
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-23J,How Domain Adaptation of BERT Improves Syntactic Parsing of Math Text,/proceedings/annual_meeting/2025/pdf_dir/Q9-23.pdf,"○吉田 琉夏, 松崎 拓也 (東京理科大)",
Q9:ポスター3月13日（木） 10:20-11:50   Q会場(1F会議室101AB),Q9-24J,Semantic Shift Stability: 学習コーパス内の単語の意味変化を用いた事前学習済みモデルの時系列性能劣化の監査,/proceedings/annual_meeting/2025/pdf_dir/Q9-24.pdf,"○石原 祥太郎 (日経), 高橋 寛武 (独立研究者), 白井 穂乃 (日経)",
A10:機械翻訳(2)3月13日（木） 13:00-14:30   A会場(2Fコンベンションホール1+2),A10-1,Data Augmentation for Manipuri-English Neural Machine Translation,/proceedings/annual_meeting/2025/pdf_dir/A10-1.pdf,"○◊申 小靖, Yves Lepage (早大)","Neural Machine Translation (NMT) for low-resourcelanguages like Manipuri, a Sino-Tibetan language, is con-strained by limited parallel corpora. This study applies adata augmentation technique, end sentence generation, toimprove Manipuri-English NMT performance by creatingadditional parallel sentence pairs from existing datasets.Experiments on three datasets―the EM corpus, PMIn-dia corpus, and WMT23 corpus― demonstrate that theproposed method consistently improves translation qual-ity. For the WMT23 dataset, BLEU scores increased from"
A10:機械翻訳(2)3月13日（木） 13:00-14:30   A会場(2Fコンベンションホール1+2),A10-2,llmMT+1: 非英語言語対 LLM 翻訳の実現法の検討,/proceedings/annual_meeting/2025/pdf_dir/A10-2.pdf,"○傅 星儿 (京大), 永田 昌明 (NTT), Chenhui Chu (京大)",近年，大規模言語モデルを使った機械翻訳が注目を集めている．しかし，そのモデルの多くは英語中心の言語対のみを対象としており，英語を含まない非英語言語対の翻訳がサポートされておらず，性能が低い問題が残されている．この問題に対して本論文では，対象言語の訓練状況に応じて3 つに場合分けして，英語中心の翻訳モデルにおいて非英語言語対の翻訳を実現する方法について体系的に検討する．
A10:機械翻訳(2)3月13日（木） 13:00-14:30   A会場(2Fコンベンションホール1+2),A10-3,Towards Equitable Translation: Gender Bias in Large Language Models,/proceedings/annual_meeting/2025/pdf_dir/A10-3.pdf,"○◊Hong Hai Ngo, Yunmeng Li (東北大), 坂口 慶祐 (東北大/理研)","Machine translation (MT) systems often struggle withhandling gender distinctions in languages with grammati-cal gender. In this paper, we evaluate the performance of"
A10:機械翻訳(2)3月13日（木） 13:00-14:30   A会場(2Fコンベンションホール1+2),A10-4,BiMax: Bidirectional MaxSim Score for Bilingual Document Alignment,/proceedings/annual_meeting/2025/pdf_dir/A10-4.pdf,"○Xiaotian Wang, Takehito Utsuro (筑波大), Masaaki Nagata (NTT)","Document alignment is necessary for the hierarchicalmining [1, 2], which aligns documents across source andtarget languages within the same web domain.Severalhigh-precision sentence embedding-based methods havebeen developed, such as TK-PERT [3] and Optimal Trans-port (OT) [4, 5].However, given the massive scale ofweb mining data, both accuracy and speed must be consid-ered. In this paper, we propose a cross-lingual sentence-level Bidirectional Maxsim score (BiMax) for computingdoc-to-doc similarity, to improve eﬃciency compared tothe OT method. Meanwhile, we also conduct a compre-hensive analysis to investigate the performance of currentstate-of-the-art multilingual sentence embedding models."
A10:機械翻訳(2)3月13日（木） 13:00-14:30   A会場(2Fコンベンションホール1+2),A10-5,小説会話文の翻訳へ向けた逆翻訳を用いた話者埋め込みの作成,/proceedings/annual_meeting/2025/pdf_dir/A10-5.pdf,"○長門 亜優奈, 松崎 拓也 (東京理科大)",日本語の発話には，性別や性格などの発話者のキャラクター性が現れることが多い．一方，英語の発話は必ずしもそうではない．そのため，英語の小説を日本語に機械翻訳する際に，発話は発話者のキャラクター性に反する表現で翻訳されることがある．これを防ぐ方法として，発話の翻訳の際に，話者の特徴を反映した話者埋め込みを入力に加えることが考えられる．本論文では，その準備として，日本語の発話文における発話者の特徴の現れている部分をマスクし，その部分を当てることで話者埋め込みを訓練することを試みた．その結果，性別などのキャラクター性を話者埋め込みとして抽出できること，また，発話文における発話者の特徴の現れている部分を推測することに話者埋め込みの利用が効果的であることを示す．
A10:機械翻訳(2)3月13日（木） 13:00-14:30   A会場(2Fコンベンションホール1+2),A10-6,逆翻訳を用いたアイヌ語・日本語機械翻訳の改善における研究,/proceedings/annual_meeting/2025/pdf_dir/A10-6.pdf,"○菅原 葵, Karol Nowakowski (公益大), Michal Ptaszynski, Nick Overacker (北見工大)","本研究では, 逆翻訳を用いて少資源言語であるアイヌ語と日本語の機械翻訳の精度向上を目指した. 元の対訳コーパスのみを利用して, 反復的逆翻訳手法とランダムサンプリングによる疑似対訳文生成手法を用い, さらに, 外部の日本語の単言語データを活用した. 結果として, 外部の日本語の単言語データを利用するよりも元の対訳コーパスのみを利用して逆翻訳を行った方が良い結果となった."
